Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-15 00:00:00-05:00,126.41396975705152,131.0724792455333,125.40124095534853,130.35037231445312,45498300,0.0,0.0
2021-02-22 00:00:00-05:00,129.3376312181139,136.40906211160524,129.02060508801296,129.60182189941406,80741100,0.0,0.0
2021-03-01 00:00:00-05:00,131.67131510017535,136.47952961852036,130.3063409535566,132.8953857421875,81950300,0.0,0.0
2021-03-08 00:00:00-05:00,134.26915729274268,138.81319440031777,131.93550185584908,137.50985717773438,72335300,0.0,0.0
2021-03-15 00:00:00-04:00,137.68601731226187,142.38856160087187,133.1419794112838,136.62045288085938,115176400,0.0,0.0
2021-03-22 00:00:00-04:00,134.55975635870888,136.89341163319352,131.17815320867575,136.57638549804688,82463600,0.0,0.0
2021-03-29 00:00:00-04:00,133.96093826056895,137.26328860636104,133.00985974850508,135.36114501953125,64052800,0.0,0.0
2021-04-05 00:00:00-04:00,135.9687462495256,138.2936000144206,133.73196052251816,137.62432861328125,67941000,0.9,0.0
2021-04-12 00:00:00-04:00,137.81481902662662,139.29412544595627,132.26963327065715,135.795166015625,79794100,0.0,0.0
2021-04-19 00:00:00-04:00,135.90145597995033,136.30893598856213,129.93993708393108,133.040283203125,67151600,0.0,0.0
2021-04-26 00:00:00-04:00,133.56290497549492,137.5490641295979,132.96941179007857,136.24691772460938,57246000,0.0,0.0
2021-05-03 00:00:00-04:00,137.16820536824895,143.0588588557328,134.76764519501543,142.82855224609375,63085700,0.0,0.0
2021-05-10 00:00:00-04:00,143.05884016638882,145.67198655592387,139.09925384950873,145.2822265625,69826700,0.0,0.0
2021-05-17 00:00:00-04:00,144.7152844894838,146.6020707525249,140.52539223384738,144.08636474609375,54938800,0.0,0.0
2021-05-24 00:00:00-04:00,144.70645716547926,146.77925698533244,142.8905372481804,145.48597717285156,61106500,0.0,0.0
2021-05-31 00:00:00-04:00,146.92983339838264,148.32056663147114,145.85800697924944,147.43475341796875,41809200,0.0,0.0
2021-06-07 00:00:00-04:00,147.93079645284783,148.01938317466346,140.89743786006468,141.9869842529297,55818500,0.0,0.0
2021-06-14 00:00:00-04:00,141.86297105793975,142.0224244540395,130.71058670470532,131.02947998046875,143042700,0.0,0.0
2021-06-21 00:00:00-04:00,132.05705552972321,136.85816225347102,131.68501554556997,136.4595489501953,74867400,0.0,0.0
