Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-02-15 00:00:00-05:00,30.633886282262708,30.633886282262708,30.147135890288666,30.272747039794922,465300,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,30.115732419722303,30.41406248685055,29.46725481241506,29.641542434692383,396300,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,30.01523844863784,30.32612887421201,28.91298387857744,29.80797576904297,567600,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,30.043504981809598,30.68099091894919,29.67608733270143,30.571081161499023,543300,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,30.66214738980911,30.885111487803446,30.25076657174825,30.4140625,376500,0.0,0.0,0.0
2021-03-22 00:00:00-04:00,30.514549818301635,30.794041060794054,29.89590635714839,30.765775680541992,415200,0.105333,0.0,0.0
2021-03-29 00:00:00-04:00,30.778266082781673,31.247709274291992,30.6490924963559,31.247709274291992,689400,0.0,0.0,0.0
2021-04-05 00:00:00-04:00,31.509211965713288,32.1519359166821,31.509211965713288,32.14878463745117,1340700,0.0,0.0,0.0
2021-04-12 00:00:00-04:00,32.16768662018385,32.643428796873316,32.05741709333427,32.61192321777344,715500,0.0,0.0,0.0
2021-04-19 00:00:00-04:00,32.60877070604538,32.662331630723386,32.10971485235758,32.589866638183594,551100,0.0,0.0,0.0
2021-04-26 00:00:00-04:00,32.67808250282646,32.86396828605088,32.53315252624828,32.57411193847656,495900,0.0,0.0,0.0
2021-05-03 00:00:00-04:00,32.89232725092217,32.98684759809941,32.15508657085255,32.949039459228516,745800,0.0,0.0,0.0
2021-05-10 00:00:00-04:00,32.967944633709635,32.967944633709635,31.60058148042882,32.49535369873047,908700,0.0,0.0,0.0
2021-05-17 00:00:00-04:00,32.35357094163927,32.62105827166735,31.654138464212924,32.36932373046875,1120500,0.0,0.0,0.0
2021-05-24 00:00:00-04:00,32.51110294133171,32.90807755270955,32.51110294133171,32.77890396118164,780600,0.0,0.0,0.0
2021-05-31 00:00:00-04:00,32.90807555447788,32.97108670695001,32.46384260285089,32.95533752441406,293400,0.0,0.0,0.0
2021-06-07 00:00:00-04:00,33.04985932386959,33.11287048600935,32.769453162298944,33.07191467285156,382800,0.0,0.0,0.0
2021-06-14 00:00:00-04:00,33.11601133623003,33.179022478526115,32.476438867412945,32.48904037475586,413100,0.0,0.0,0.0
2021-06-21 00:00:00-04:00,32.59931376338561,33.29874610236166,32.46383764291977,33.28299331665039,798900,0.098,0.0,0.0
2021-06-28 00:00:00-04:00,33.45715919368212,33.956380108083074,33.340253785401146,33.940582275390625,487200,0.0,0.0,0.0
2021-07-05 00:00:00-04:00,34.02903890309368,34.12066557343737,33.49822253240999,34.101707458496094,614100,0.0,0.0,0.0
2021-07-12 00:00:00-04:00,34.152275054369525,34.30709670916714,33.80787940518347,33.829994201660156,332100,0.0,0.0,0.0
2021-07-19 00:00:00-04:00,33.39712321746862,34.49982913273475,33.106438076633694,34.47771072387695,324000,0.0,0.0,0.0
2021-07-26 00:00:00-04:00,34.46506898149124,34.61357001511061,34.19334199338761,34.34816360473633,1423800,0.0,0.0,0.0
2021-08-02 00:00:00-04:00,34.575650884845324,34.68307900190038,34.1933391297343,34.64832305908203,452400,0.0,0.0,0.0
2021-08-09 00:00:00-04:00,34.724169906311765,34.95166379685914,34.58451689763783,34.94534683227539,333900,0.0,0.0,0.0
2021-08-16 00:00:00-04:00,34.94533771363441,35.06224311069465,34.196508221852696,34.79683303833008,290100,0.0,0.0,0.0
2021-08-23 00:00:00-04:00,34.980083590630564,35.31816217762441,34.980083590630564,35.302364349365234,355200,0.0,0.0,0.0
2021-08-30 00:00:00-04:00,35.40032078555577,35.62465070525979,35.34660671467886,35.53934097290039,557400,0.0,0.0,0.0
2021-09-06 00:00:00-04:00,35.58357413269129,35.58357413269129,34.89477576599091,34.90109634399414,303300,0.0,0.0,0.0
2021-09-13 00:00:00-04:00,35.17598797910358,35.17598797910358,34.68024560388015,34.70836639404297,393900,0.0,0.0,0.0
2021-09-20 00:00:00-04:00,34.256532720685165,34.84106321034443,33.665685269295835,34.77471160888672,442800,0.088333,0.0,0.0
2021-09-27 00:00:00-04:00,34.884141276343684,34.884141276343684,33.50195189904706,34.08916091918945,434400,0.0,0.0,0.0
2021-10-04 00:00:00-04:00,34.00997806818185,34.6082748636384,33.41295351970347,34.28553009033203,381300,0.0,0.0,0.0
2021-10-11 00:00:00-04:00,34.260195445581886,34.93006794404422,33.83229998379403,34.92531967163086,291300,0.0,0.0,0.0
2021-10-18 00:00:00-04:00,34.83979941815085,35.57776785284329,34.83979941815085,35.479583740234375,315000,0.0,0.0,0.0
2021-10-25 00:00:00-04:00,35.64111811221737,35.97368205445995,35.4954258837028,35.96734619140625,333300,0.0,0.0,0.0
2021-11-01 00:00:00-04:00,36.08453924402836,36.8858556725609,35.91667509639431,36.736045837402344,416700,0.0,0.0,0.0
2021-11-08 00:00:00-05:00,36.84783755619375,36.84783755619375,36.23338941222149,36.63246536254883,1378500,0.0,0.0,0.0
2021-11-15 00:00:00-05:00,36.74648766715386,36.9317717756253,36.58179148732042,36.8129997253418,439200,0.0,0.0,0.0
2021-11-22 00:00:00-05:00,36.9935406478407,37.13606495299562,35.94834428685891,36.01169204711914,531900,0.0,0.0,0.0
2021-11-29 00:00:00-05:00,36.42342668372012,36.546950627990626,35.21037000867068,35.55179977416992,572400,0.0,0.0,0.0
2021-12-06 00:00:00-05:00,35.789984533236456,36.91752538926519,35.584112464453746,36.898521423339844,370200,0.0,0.0,0.0
2021-12-13 00:00:00-05:00,36.927030371471695,37.08222641098716,36.10037413800986,36.22706604003906,386400,0.0,0.0,0.0
2021-12-20 00:00:00-05:00,35.80898695262661,37.044215687339374,35.422579036559426,36.949195861816406,441600,0.115667,0.0,0.0
2021-12-27 00:00:00-05:00,37.23317915689552,37.712890603393184,37.23286285404552,37.392024993896484,408900,0.0,0.0,0.0
2022-01-03 00:00:00-05:00,37.57310478455671,37.80184263361704,36.505669972159644,36.62003707885742,1019400,0.0,0.0,0.0
2022-01-10 00:00:00-05:00,36.45484917217345,37.163294992670416,35.86108679087259,36.4516716003418,1370700,0.0,0.0,0.0
2022-01-17 00:00:00-05:00,36.216576263349545,36.216576263349545,34.33268003406173,34.361270904541016,699600,0.0,0.0,0.0
2022-01-24 00:00:00-05:00,33.83391288332317,34.70120458927187,33.01427384866854,34.564598083496094,1411800,0.0,0.0,0.0
2022-01-31 00:00:00-05:00,34.63130395446201,35.84487798145306,34.5105817024159,35.114192962646484,782400,0.0,0.0,0.0
2022-02-07 00:00:00-05:00,35.20315010401127,35.80803026848198,34.29773494587785,34.43434143066406,689100,0.0,0.0,0.0
2022-02-14 00:00:00-05:00,34.434338972914006,35.00300059992526,33.77671989577291,33.910152435302734,652200,0.0,0.0,0.0
2022-02-21 00:00:00-05:00,33.678240146133334,34.201794126897624,32.007193849388315,34.18654251098633,1478700,0.0,0.0,0.0
2022-02-28 00:00:00-05:00,33.94192424918384,34.45022661712513,33.33513534347586,33.658226013183594,627900,0.0,0.0,0.0
2022-03-07 00:00:00-05:00,33.659182886970044,33.659182886970044,32.25182029747895,32.6298713684082,1072500,0.0,0.0,0.0
2022-03-14 00:00:00-04:00,32.830009994272565,34.81874433873364,32.373490415124685,34.796504974365234,616800,0.0,0.0,0.0
2022-03-21 00:00:00-04:00,34.713904321900166,35.284474687678156,34.38350962491704,35.25397872924805,451500,0.097333,0.0,0.0
2022-03-28 00:00:00-04:00,35.38007226393103,36.14456393379576,35.1316101928601,35.3991813659668,416700,0.0,0.0,0.0
2022-04-04 00:00:00-04:00,35.43740564894673,35.756580864633065,34.68151346538586,34.918190002441406,311100,0.0,0.0,0.0
2022-04-11 00:00:00-04:00,34.75892043300136,34.771661049377016,34.08362037510207,34.16325378417969,360000,0.0,0.0,0.0
2022-04-18 00:00:00-04:00,34.06132363540871,35.11727837919454,33.2267530631777,33.27134704589844,566100,0.0,0.0,0.0
2022-04-25 00:00:00-04:00,33.16623246861365,33.49432432191343,32.095940427186534,32.137351989746094,715200,0.0,0.0,0.0
2022-05-02 00:00:00-04:00,32.09912253761218,33.44016802171862,31.563976582838656,31.968523025512695,917700,0.0,0.0,0.0
2022-05-09 00:00:00-04:00,31.535312395421055,31.554425143409805,29.943256577259,31.197662353515625,1371900,0.0,0.0,0.0
2022-05-16 00:00:00-04:00,31.133952358059048,31.707320156043288,29.55718544552706,30.222930908203125,1364700,0.0,0.0,0.0
2022-05-23 00:00:00-04:00,30.525553564467966,32.21699397668759,30.04710954230742,32.20743942260742,817500,0.0,0.0,0.0
2022-05-30 00:00:00-04:00,32.18194056350754,32.392177115841875,31.544862421677795,31.818805694580078,480300,0.0,0.0,0.0
2022-06-06 00:00:00-04:00,32.20105667223766,32.28706221214126,30.16878072354625,30.17833709716797,829200,0.0,0.0,0.0
2022-06-13 00:00:00-04:00,29.397917727075637,29.729199279306147,28.241623827868956,28.569719314575195,1196700,0.0,0.0,0.0
2022-06-20 00:00:00-04:00,28.83410196260152,30.398126448722266,28.773581304348372,30.36945915222168,858000,0.111667,0.0,0.0
2022-06-27 00:00:00-04:00,30.550462287827028,30.681553266338163,29.098874811472335,29.786300659179688,1514700,0.0,0.0,0.0
2022-07-04 00:00:00-04:00,29.466566546129535,30.566447873432388,29.169215631525674,30.42896270751953,557400,0.0,0.0,0.0
2022-07-11 00:00:00-04:00,30.272295136841915,30.275493147246344,29.085767413883946,30.147600173950195,458700,0.0,0.0,0.0
2022-07-18 00:00:00-04:00,30.435354519354032,31.31142263229508,29.80228393541127,30.937335968017578,491100,0.0,0.0,0.0
2022-07-25 00:00:00-04:00,31.03326061725315,32.25464087123715,30.49611009770091,32.12035369873047,919200,0.0,0.0,0.0
2022-08-01 00:00:00-04:00,32.065999199044434,32.52321592952331,31.813411242406552,32.3857307434082,529200,0.0,0.0,0.0
2022-08-08 00:00:00-04:00,32.53600443306209,33.39928436279297,32.10372779330251,33.39928436279297,360300,0.0,0.0,0.0
2022-08-15 00:00:00-04:00,33.3609194587481,33.79575748520027,32.94654650758221,33.0028190612793,384600,0.0,0.0,0.0
2022-08-22 00:00:00-04:00,32.69586655249281,32.747023737562934,31.567210470811165,31.573606491088867,608400,0.0,0.0,0.0
2022-08-29 00:00:00-04:00,31.391353912223348,31.56720786483789,30.39698689558288,30.537668228149414,790200,0.0,0.0,0.0
2022-09-05 00:00:00-04:00,30.668762774413075,31.745304866262266,30.25311108883558,31.69510269165039,561900,0.0,0.0,0.0
2022-09-12 00:00:00-04:00,31.934903140013365,32.06439694540273,29.89181361924371,30.14440155029297,504900,0.0,0.0,0.0
2022-09-19 00:00:00-04:00,29.85983994956179,30.27869150005936,28.350702847601067,28.708803176879883,952200,0.112,0.0,0.0
2022-09-26 00:00:00-04:00,28.634998266271616,29.119520262740075,27.938694929466983,27.964365005493164,873300,0.0,0.0,0.0
2022-10-03 00:00:00-04:00,28.1312263316551,29.53987314719698,28.083416931297055,28.217863082885742,370200,0.0,0.0,0.0
2022-10-10 00:00:00-04:00,28.387922083880873,28.731259579101824,27.123669466729634,27.82959747314453,1028100,0.0,0.0,0.0
2022-10-17 00:00:00-04:00,28.38792317571864,29.247871670854984,28.317008693120382,29.084224700927734,741600,0.0,0.0,0.0
2022-10-24 00:00:00-04:00,29.279963392031945,30.261843467677522,29.1163164067462,30.25542640686035,541500,0.0,0.0,0.0
2022-10-31 00:00:00-04:00,30.00193157824535,30.348476691029184,28.63820624719049,29.183696746826172,967800,0.0,0.0,0.0
2022-11-07 00:00:00-05:00,29.36018313037902,31.0335544036593,29.02326262888218,30.958147048950195,589200,0.0,0.0,0.0
2022-11-14 00:00:00-05:00,30.900387302614106,31.301483915697855,30.326019023763983,30.82016944885254,536400,0.0,0.0,0.0
2022-11-21 00:00:00-05:00,30.682192351154683,31.391329924950767,30.608391558927504,31.278701782226562,895800,0.0,0.0,0.0
2022-11-28 00:00:00-05:00,31.218056257326964,31.94323739790255,30.589138376236388,31.6961612701416,944100,0.0,0.0,0.0
2022-12-05 00:00:00-05:00,31.433037071944494,31.609519995080365,30.558651584676227,30.701440811157227,611400,0.0,0.0,0.0
2022-12-12 00:00:00-05:00,30.70143852420959,31.99136114678142,29.85111661662192,30.0596866607666,726000,0.0,0.0,0.0
2022-12-19 00:00:00-05:00,29.883208355597155,30.206011291014363,29.253328414402635,29.806198120117188,550500,0.118,0.0,0.0
2022-12-26 00:00:00-05:00,29.858061638510467,30.42816717702755,29.407130329235915,30.06742286682129,1005000,0.0,0.0,0.0
