Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-03-01 00:00:00-05:00,24.585626413504063,24.815245905915752,24.109987265344348,24.3806095123291,74900,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,24.315003098727747,24.93825463862816,24.265799482569882,24.932514190673828,113900,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,24.79884436062622,25.241681621212056,24.772602534940464,24.94153594970703,147000,0.0,0.0,0.0
2021-03-22 00:00:00-04:00,24.897255503586035,25.02026534393219,24.462619065930955,24.92513656616211,81300,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,24.88495174695861,25.10555076599121,24.782443292888523,25.10555076599121,60400,0.0,0.0,0.0
2021-04-05 00:00:00-04:00,25.372891899116123,25.5287036164159,25.18427516297433,25.413894653320312,179400,0.0,0.0,0.0
2021-04-12 00:00:00-04:00,25.331886104489953,25.83212781023351,25.217077148085092,25.811626434326172,116100,0.0,0.0,0.0
2021-04-19 00:00:00-04:00,25.90593685254006,25.90593685254006,25.217079910344594,25.75422477722168,84400,0.0,0.0,0.0
2021-04-26 00:00:00-04:00,25.8157311464884,25.871496401480837,25.220362126418383,25.362234115600586,116500,0.0,0.0,0.0
2021-05-03 00:00:00-04:00,25.684518227955824,26.0748702868502,25.151474574923345,26.051908493041992,120000,0.0,0.0,0.0
2021-05-10 00:00:00-04:00,26.086349616288114,26.233962032845408,25.184274953891716,25.893634796142578,107700,0.0,0.0,0.0
2021-05-17 00:00:00-04:00,25.815730069980887,26.020746989019784,25.40569623190309,26.016647338867188,73800,0.0,0.0,0.0
2021-05-24 00:00:00-04:00,26.07405087323092,26.470143383669395,26.06995122322812,26.35697364807129,71800,0.0,0.0,0.0
2021-05-31 00:00:00-04:00,26.56198981900012,26.693200513599894,26.324169457441243,26.619394302368164,126200,0.0,0.0,0.0
2021-06-07 00:00:00-04:00,26.67270085939717,26.8490155245983,26.5865910055208,26.685001373291016,71200,0.0,0.0,0.0
2021-06-14 00:00:00-04:00,26.734202673145617,26.8736157927243,25.832129558919895,25.864933013916016,47000,0.0,0.0,0.0
2021-06-21 00:00:00-04:00,25.93381915153942,26.373374825100985,25.922338254785682,26.283166885375977,72200,0.0,0.0,0.0
2021-06-28 00:00:00-04:00,26.254464971774112,26.254464971774112,25.79932718169585,26.137195587158203,121800,0.0,0.0,0.0
2021-07-05 00:00:00-04:00,26.0945488674537,26.287265239845677,25.70419685613533,26.20115852355957,122100,0.0,0.0,0.0
2021-07-12 00:00:00-04:00,26.356973151147773,26.42258006319489,25.807527775992163,25.829669952392578,61300,0.0,0.0,0.0
2021-07-19 00:00:00-04:00,25.299085891618905,26.176557977474168,25.24168140961414,26.16015625,216200,0.0,0.0,0.0
2021-07-26 00:00:00-04:00,26.16015782494801,26.471782844944173,25.97154264010415,26.19378089904785,101700,0.0,0.0,0.0
2021-08-02 00:00:00-04:00,26.41437643551327,26.652196788419626,26.31596920022118,26.5496883392334,107800,0.0,0.0,0.0
2021-08-09 00:00:00-04:00,26.483263211392995,26.849015804969838,26.449640137966856,26.834253311157227,75100,0.0,0.0,0.0
2021-08-16 00:00:00-04:00,26.684999086740618,26.717802539853203,26.09454944395198,26.262664794921875,62700,0.0,0.0,0.0
