Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-15 00:00:00-05:00,43.550813682958044,43.748693323860024,42.92276005349513,43.112037658691406,56603600,0.0,0.0
2021-02-22 00:00:00-05:00,42.888349330996725,44.31652697441574,42.13124540381204,42.14845275878906,82884700,0.0,0.0
2021-03-01 00:00:00-05:00,42.53559942938427,43.955174791685,42.501188007327194,43.69707107543945,84414200,0.0,0.0
2021-03-08 00:00:00-05:00,44.28211624757123,45.15967167348987,43.18947380398531,43.32712936401367,104515500,0.42,0.0
2021-03-15 00:00:00-04:00,43.80919986182703,44.78080891236114,43.52292033367963,44.078128814697266,130981800,0.0,0.0
2021-03-22 00:00:00-04:00,43.65304356011554,46.07339396227988,43.65304356011554,46.01266860961914,84064100,0.0,0.0
2021-03-29 00:00:00-04:00,45.74375145547684,46.793436603627406,45.50952361667488,45.55289840698242,64047100,0.0,0.0
2021-04-05 00:00:00-04:00,45.41408700668437,46.54185115992823,45.362038593588196,46.13412094116211,62569500,0.0,0.0
2021-04-12 00:00:00-04:00,46.26425192725226,46.671978866124185,45.67434560156109,46.56787872314453,60476800,0.0,0.0
2021-04-19 00:00:00-04:00,46.845477941567836,47.60020971513812,46.23822108417226,47.25320816040039,69218000,0.0,0.0
2021-04-26 00:00:00-04:00,47.2532096207967,47.28790746084429,46.25557308786529,46.828128814697266,62708700,0.0,0.0
2021-05-03 00:00:00-04:00,47.07971017079426,47.53948884611583,46.59390397718078,47.28791046142578,56445000,0.0,0.0
2021-05-10 00:00:00-04:00,47.608887419037195,48.1467419885258,46.69800377300291,47.478759765625,71570100,0.0,0.0
2021-05-17 00:00:00-04:00,47.574195790307144,47.81709726204771,46.50716007036691,47.38334274291992,67460000,0.0,0.0
2021-05-24 00:00:00-04:00,47.392020873968,48.32892893793156,47.14911608685679,47.964576721191406,114428100,0.0,0.0
2021-05-31 00:00:00-04:00,48.00794455391601,48.996904209478664,47.79974095361042,48.78870391845703,60931900,0.0,0.0
2021-06-07 00:00:00-04:00,48.84943844877617,48.87546266271796,48.12940430973051,48.71931076049805,59088100,0.0,0.0
2021-06-14 00:00:00-04:00,48.311577539943386,48.39833043004137,46.60258697106781,46.64596176147461,78180700,0.42,0.0
2021-06-21 00:00:00-04:00,47.39075762423374,47.94140399952862,47.19846650854494,47.4781608581543,70185000,0.0,0.0
2021-06-28 00:00:00-04:00,47.416972107649094,47.61800218836784,46.953729023132816,47.35578918457031,61291300,0.0,0.0
2021-07-05 00:00:00-04:00,47.18972571753441,47.652968841226006,46.805143500836905,47.60052490234375,52446800,0.0,0.0
2021-07-12 00:00:00-04:00,47.47816032416714,49.54090863000117,47.434458707698376,49.29617691040039,82209800,0.0,0.0
2021-07-19 00:00:00-04:00,49.01647873509173,50.31006581999444,48.212355051156926,49.82933807373047,82249800,0.0,0.0
2021-07-26 00:00:00-04:00,49.724462588173985,50.2925936639796,49.436029222124034,49.84682846069336,52659600,0.0,0.0
2021-08-02 00:00:00-04:00,49.995417749845174,50.03038038018593,48.95530116963722,49.505950927734375,50708000,0.0,0.0
2021-08-09 00:00:00-04:00,49.64579324445127,50.08281607817746,49.32239728107538,50.02163314819336,42020900,0.0,0.0
2021-08-16 00:00:00-04:00,49.995417749845174,50.31007475447212,48.90286055834602,49.505950927734375,51959400,0.0,0.0
2021-08-23 00:00:00-04:00,49.53215997561435,49.602085220403126,48.46582666633905,48.6406364440918,51426300,0.0,0.0
2021-08-30 00:00:00-04:00,48.67561293131522,49.846834521613296,48.6319113049903,49.58462142944336,58612900,0.0,0.0
2021-09-06 00:00:00-04:00,49.470985757118754,49.549650004236184,48.518275801683195,48.605682373046875,55194500,0.0,0.0
2021-09-13 00:00:00-04:00,48.71930411319102,49.296174086504145,47.521859218380015,47.58304214477539,100739800,0.42,0.0
2021-09-20 00:00:00-04:00,47.651563305517776,48.27681863612179,47.31691823530513,47.457820892333984,80198800,0.0,0.0
2021-09-27 00:00:00-04:00,47.422581678253806,47.77483990610751,46.17207135220168,46.691650390625,80246500,0.0,0.0
2021-10-04 00:00:00-04:00,46.726872298335145,47.898124576113176,46.14564863100087,47.66035079956055,84992200,0.0,0.0
2021-10-11 00:00:00-04:00,47.73961647415863,48.32964853975931,47.36974833462861,47.97739028930664,75567200,0.0,0.0
2021-10-18 00:00:00-04:00,47.86289965045699,48.22396279865068,47.35212894882399,47.950965881347656,66622000,0.0,0.0
2021-10-25 00:00:00-04:00,47.88933118818626,49.72987380541189,47.57229940961972,49.641807556152344,88353200,0.0,0.0
2021-11-01 00:00:00-04:00,49.65941255213163,50.33750744149663,49.12222027877861,50.055702209472656,57645200,0.0,0.0
2021-11-08 00:00:00-05:00,49.97644259369223,50.187798190278755,49.395218902308315,49.853153228759766,49217600,0.0,0.0
2021-11-15 00:00:00-05:00,49.78270564466973,50.1437688351673,48.347261186492155,48.549808502197266,68528200,0.0,0.0
2021-11-22 00:00:00-05:00,48.523384873510274,49.412835395045164,47.184811658257,47.3169059753418,58094700,0.0,0.0
2021-11-29 00:00:00-05:00,47.59870793128441,48.19754486701286,46.03997090970153,47.14958190917969,110055900,0.42,0.0
2021-12-06 00:00:00-05:00,48.19857166092517,49.982387637523566,48.04769976654282,49.9468879699707,105483100,0.0,0.0
2021-12-13 00:00:00-05:00,50.56811914753729,52.28981241692316,50.55036931357232,51.23372268676758,157664500,0.0,0.0
2021-12-20 00:00:00-05:00,50.76336923161162,52.01470388049282,50.58587425887943,51.6685905456543,60219100,0.0,0.0
2021-12-27 00:00:00-05:00,51.47334434340497,52.67142945239646,51.47334434340497,52.547183990478516,46561100,0.0,0.0
2022-01-03 00:00:00-05:00,52.20107663846757,54.313259889078,51.81059037269363,53.541160583496094,99046400,0.0,0.0
2022-01-10 00:00:00-05:00,53.73639639443843,54.535122065117335,53.10629246836672,54.48187255859375,90125300,0.0,0.0
2022-01-17 00:00:00-05:00,54.18901367031967,54.52625041937021,53.60328258696814,53.64765548706055,90277000,0.0,0.0
2022-01-24 00:00:00-05:00,53.15953727280269,54.07363171527641,51.979198706695946,53.99375915527344,106397700,0.0,0.0
2022-01-31 00:00:00-05:00,53.514523088364754,54.82798031350346,53.38140441374132,54.10025405883789,99956800,0.0,0.0
2022-02-07 00:00:00-05:00,54.47300126010819,55.316099856657196,53.38141172853066,53.50565719604492,106556600,0.0,0.0
2022-02-14 00:00:00-05:00,53.39028133360823,55.75095521261252,52.609305523772534,55.502464294433594,95978400,0.0,0.0
2022-02-21 00:00:00-05:00,55.40483250305483,55.82194508966375,52.556050495353595,55.77756881713867,89675100,0.0,0.0
2022-02-28 00:00:00-05:00,54.71261497661219,55.92844988696684,54.31325215629574,55.52908706665039,97495100,0.0,0.0
2022-03-07 00:00:00-05:00,55.03209387652632,55.08534337333408,51.029599799254186,51.40233612060547,123159100,0.0,0.0
2022-03-14 00:00:00-04:00,51.44672426338267,53.51453111102094,51.44672426338267,53.3370361328125,99537900,0.44,0.0
2022-03-21 00:00:00-04:00,54.10303229070312,55.09566698267917,53.65589979243285,55.02412414550781,75939900,0.0,0.0
2022-03-28 00:00:00-04:00,55.024123592481324,56.29398164870817,54.7379590693725,56.22243881225586,69314600,0.0,0.0
2022-04-04 00:00:00-04:00,55.980983741706154,57.26872743540138,55.194033052614635,57.0809326171875,73158700,0.0,0.0
2022-04-11 00:00:00-04:00,57.1524684861633,58.63694805419287,56.91101655860219,58.14509963989258,59081400,0.0,0.0
2022-04-18 00:00:00-04:00,57.92153793751839,59.91575178241364,57.393924890748416,58.35078811645508,68522900,0.0,0.0
2022-04-25 00:00:00-04:00,59.91575423312718,60.09460450175784,57.67114720150018,57.77846145629883,106183300,0.0,0.0
2022-05-02 00:00:00-04:00,58.377606736028184,58.40443358917006,55.96309443547118,57.89470291137695,105576000,0.0,0.0
2022-05-09 00:00:00-04:00,57.65326779875207,58.84264193070109,56.52649194623716,58.77109909057617,99767600,0.0,0.0
2022-05-16 00:00:00-04:00,58.520696323049336,59.3613006764528,53.35184296225628,54.53227233886719,126588800,0.0,0.0
2022-05-23 00:00:00-04:00,55.1314315003179,58.216642623118574,55.077774379155784,57.8410530090332,84790400,0.0,0.0
2022-05-30 00:00:00-04:00,57.304497549779114,57.51911921961915,55.542794570705,56.31186294555664,86693200,0.0,0.0
2022-06-06 00:00:00-04:00,56.63379558341583,57.02727089624617,54.06725296263123,54.916805267333984,71560400,0.0,0.0
2022-06-13 00:00:00-04:00,54.32659724961805,55.70376613030771,52.09093481136216,53.14616775512695,117204600,0.44,0.0
2022-06-20 00:00:00-04:00,53.58418133378451,56.79977228372154,53.15182991013234,56.78175735473633,68250100,0.0,0.0
2022-06-27 00:00:00-04:00,56.727717176824804,58.05178192285014,55.94408660027961,57.988731384277344,67745100,0.0,0.0
2022-07-04 00:00:00-04:00,57.808593456322804,57.808593456322804,56.22331381325927,56.8718376159668,55511600,0.0,0.0
2022-07-11 00:00:00-04:00,56.73672539306409,57.16006422540965,55.214496438044826,56.29536819458008,76979900,0.0,0.0
2022-07-18 00:00:00-04:00,56.313387237300454,56.43048257377573,54.755131744194344,55.475711822509766,56393800,0.0,0.0
2022-07-25 00:00:00-04:00,55.43967505460688,57.907665380946504,55.22350277603484,57.79957580566406,71773800,0.0,0.0
2022-08-01 00:00:00-04:00,57.7275238706277,58.58321766164617,56.44849464800353,57.0880126953125,61631400,0.0,0.0
2022-08-08 00:00:00-04:00,57.19609391173725,57.63745110887891,56.52054949545689,57.37623977661133,43930500,0.0,0.0
2022-08-15 00:00:00-04:00,57.32220384543679,58.97053412518695,57.259153298385954,58.700313568115234,43030000,0.0,0.0
2022-08-22 00:00:00-04:00,58.40305848104242,58.475118195440444,56.72771135324393,56.84480667114258,42379800,0.0,0.0
2022-08-29 00:00:00-04:00,56.466502876613575,56.77274980618319,54.854206199993634,55.07938766479492,58955800,0.0,0.0
2022-09-05 00:00:00-04:00,55.205485633366195,56.63763980647053,54.935268577987244,56.13323211669922,54521900,0.0,0.0
2022-09-12 00:00:00-04:00,56.232324266070464,56.574601107000376,53.24191423099102,53.62922668457031,76386700,0.44,0.0
