Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-02-15 00:00:00-05:00,41.990862004481116,41.99912643432617,41.966075018858874,41.99912643432617,3426700,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,41.966077728435586,42.01565170288086,41.966077728435586,42.01565170288086,6730400,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,42.00739758412319,42.00739758412319,41.957820449271416,41.97434616088867,4623300,0.021,0.0,0.0
2021-03-08 00:00:00-05:00,41.99168184167474,42.00821437851949,41.95861676798524,41.96688461303711,4323800,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,41.966869721219034,42.01646731415373,41.95860187910099,41.983402252197266,4325800,0.0,0.0,0.0
2021-03-22 00:00:00-04:00,41.975150026612475,42.008215100870544,41.975150026612475,41.99995040893555,5855400,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,41.98342266642084,41.99995520543794,41.93382504936957,41.94209289550781,6664000,0.022,0.0,0.0
2021-04-05 00:00:00-04:00,41.952006126578524,41.976814109709,41.94373785041056,41.96027755737305,4214400,0.0,0.0,0.0
2021-04-12 00:00:00-04:00,41.968538365928225,41.976806640625,41.9519986619087,41.976806640625,5328900,0.0,0.0,0.0
2021-04-19 00:00:00-04:00,41.968538365928225,41.99334634464452,41.9519986619087,41.976806640625,4106300,0.0,0.0,0.0
2021-04-26 00:00:00-04:00,41.96854019165039,41.99334817144589,41.96027191659393,41.96854019165039,3615000,0.0,0.0,0.0
2021-05-03 00:00:00-04:00,41.952006126578524,41.976814109709,41.952006126578524,41.96027755737305,3199800,0.02,0.0,0.0
2021-05-10 00:00:00-04:00,41.97682128318371,42.01818527547693,41.96854659120287,42.009910583496094,4385500,0.0,0.0,0.0
2021-05-17 00:00:00-04:00,42.00989344540679,42.05126057669446,41.99334722406552,42.02643966674805,7457300,0.0,0.0,0.0
2021-05-24 00:00:00-04:00,42.034714355353195,42.04298588808931,42.01816813401194,42.02643966674805,2514800,0.0,0.0,0.0
2021-05-31 00:00:00-04:00,42.00163080762534,42.03472325731606,41.99335611726781,42.0181770324707,2388200,0.019,0.0,0.0
2021-06-07 00:00:00-04:00,42.033900218275036,42.0587272644043,42.02562243153153,42.0587272644043,3753700,0.0,0.0,0.0
2021-06-14 00:00:00-04:00,42.05045263471142,42.0670050511478,42.02562243153153,42.0587272644043,5314100,0.0,0.0,0.0
2021-06-21 00:00:00-04:00,42.0587272644043,42.0587272644043,42.033900218275036,42.0587272644043,3939900,0.0,0.0,0.0
2021-06-28 00:00:00-04:00,42.04217539918312,42.07528023248992,42.017348352728355,42.050453186035156,4098300,0.017,0.0,0.0
2021-07-05 00:00:00-04:00,42.064516326383135,42.064516326383135,42.03140042166374,42.04795837402344,2216600,0.0,0.0,0.0
2021-07-12 00:00:00-04:00,42.039677818790345,42.064516326383135,42.039677818790345,42.04795837402344,2666900,0.0,0.0,0.0
2021-07-19 00:00:00-04:00,42.04795837402344,42.07279372350974,42.03140042166374,42.04795837402344,3883500,0.0,0.0,0.0
2021-07-26 00:00:00-04:00,42.06450537607554,42.07278277104735,42.03966687494874,42.05622482299805,3060800,0.0,0.0,0.0
2021-08-02 00:00:00-04:00,42.031414525144775,42.05624988296449,42.031414525144775,42.03969192504883,1910100,0.017,0.0,0.0
2021-08-09 00:00:00-04:00,42.053751359540904,42.06203468683929,42.03718786410787,42.04547119140625,2578100,0.0,0.0,0.0
2021-08-16 00:00:00-04:00,42.053745347313075,42.06202867342723,42.03718185424805,42.03718185424805,3686200,0.0,0.0,0.0
2021-08-23 00:00:00-04:00,42.037183971805526,42.070310959604306,42.037183971805526,42.06203079223633,2085300,0.0,0.0,0.0
2021-08-30 00:00:00-04:00,42.06203468683929,42.07031485497394,42.04547119140625,42.04547119140625,2875500,0.015,0.0,0.0
2021-09-06 00:00:00-04:00,42.06617736816406,42.08274575776541,42.05789475341199,42.06617736816406,2019500,0.0,0.0,0.0
2021-09-13 00:00:00-04:00,42.0744743347168,42.0744743347168,42.0579059407083,42.0744743347168,2299000,0.0,0.0,0.0
2021-09-20 00:00:00-04:00,42.05788803100586,42.074456417958956,42.04960225748096,42.05788803100586,2603800,0.0,0.0,0.0
2021-09-27 00:00:00-04:00,42.04960897856272,42.115882536968094,42.04960897856272,42.06617736816406,10187900,0.015,0.0,0.0
2021-10-04 00:00:00-04:00,42.07030914819951,42.09516748792196,42.06202092760538,42.07859420776367,3725800,0.0,0.0,0.0
